Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,2502261_M_WT_HIP_P21,2502262_M_WT_HIP_P21,2502263_M_WT_HIP_P21,2502265_M_WT_HIP_P21,2502273_F_WT_HIP_P21,2502266_F_WT_HIP_P21,2502126_F_WT_HIP_P21,2502129_F_WT_HIP_P21,2502235_F_MUT_HIP_P21,2502236_F_MUT_HIP_P21,2502237_F_MUT_HIP_P21,2502281_M_MUT_HIP_P21,2502238_F_MUT_HIP_P21,2502285_M_MUT_HIP_P21,2502283_M_MUT_HIP_P21,2502284_M_MUT_HIP_P21,iBAQ,Intensity,MS/MS count,Razor + unique peptides,Mol. weight [kDa],Q-value,Score,Protein IDs,Majority protein IDs,Protein names
Ttc38,"-0,1268610954","0,6762295048","0,689163853",,"-0,07574677467","0,4108505214","0,7477607656",,"0,1015408039","0,5323854845","0,7854142395",,"0,1526551247","0,9245529229","0,7439537869",,"-2,983598709","-2,873632431","-2,794756889","-2,725553513","-2,967001915","-2,853960037","-2,831124306","-3,1316185","-2,987875938","-2,809652328","-2,885764122","-2,866624832","-2,79742527","-2,521949768","-2,738557816","-2,742964745",177450,4613700,2,1,"52,223",0,"4,2596",A3KMP2,A3KMP2,Tetratricopeptide repeat protein 38
Wfs1,"-0,1269431114","0,5298355842","0,6899576108",,"-0,07036924362","0,2603672854","0,7619182418",,"0,0608689785","0,2329420991","0,8429247911",,"0,1174428463","0,4560192506","0,7516190476",,"0,2998456955","0,6527414322","0,2983474731","0,4928207397","0,5443315506","0,2586259842","0,3818902969","0,3154315948","0,3659315109","0,3411645889","0,7212257385","0,4839916229","0,3534345627","0,542555809","0,4578056335","0,7671747208",1833500,281340000,19,9,"100,58",0,"27,978",P56695;Q3UN10;F7D926,P56695;Q3UN10,Wolframin
Dgki,"-0,126947403","0,7225579082","0,6918914573",,"-0,06585741043","0,3507482148","0,7701751388",,"-0,08433365822","0,4386863036","0,7945372751",,"-0,0232436657","0,1063391386","0,939124031",,"-2,235015869","-1,922156334","-2,224851608","-2,150742531","-2,014269829","-2,153486252","-1,941883087","-2,085792542","-1,976034164","-1,820068359","-2,146278381","-2,112894058","-1,989621162","-1,988675117","-2,028980255","-1,894427299",1477300,54661000,8,4,"93,01",0,"23,416",S4R2G0;D3YWQ0;D3YWQ0-1;S4R215;D3Z519,S4R2G0;D3YWQ0;D3YWQ0-1;S4R215;D3Z519,Diacylglycerol kinase;Diacylglycerol kinase iota
Snap29,"-0,1270434856","0,5739580205","0,6891773879",,"0,02028441429","0,0869390796","0,9249870678",,"-0,1678447723","1,159071704","0,7611512915",,"-0,02051687241","0,06626381036","0,9501072386",,"-1,969194412","-2,050548553","-1,940258026","-1,828744888","-1,788786888","-1,92064476","-1,783584595","-1,624350548","-1,956432343","-1,69979763","-1,717758179","-1,86687851","-1,824516296","-1,794903755","-1,584774017","-2,034015656",3976000,94708000,11,6,"29,572",0,"18,561",Q9ERB0,Q9ERB0,Synaptosomal-associated protein 29
Champ1,"-0,1271178722","1,079274225","0,6853416407",,"0,02617049217","0,09899965888","0,9007789182",,"0,04256248474","0,1859471244","0,8668347258",,"0,1958508492","1,472025518","0,7654361233",,"-2,462258339","-2,526780128","-2,496456146","-2,577315331","-2,626983643","-2,756718636","-2,355824471","-2,493533134","-2,535776138","-2,487261772","-2,679308891","-2,416603088","-2,63539505","-2,520583153","-2,367233276","-2,249918938",66127,3769300,1,1,"87,56","0,0019447","2,2603",Q8K327,Q8K327,Chromosome alignment-maintaining phosphoprotein 1
Tgm2,"-0,1276879311","0,5448763388","0,690078125",,"0,09439301491","0,341428052","0,7207090069",,"-0,2699220181","1,898547858","0,7116363636",,"-0,04784107208","0,127039083","0,8677522617",,"-3,293078423","-3,190790176","-3,253353119","-3,227731705","-3,105237007","-2,774906158","-3,061016083","-2,944106102","-3,094968796","-2,912389755","-2,939614296","-3,391862869","-3,315864563","-3,065441132","-3,121575356","-2,875322342",59060,9357700,3,2,"77,06",0,"6,9893",P21981;G3UXE8,P21981;G3UXE8,Protein-glutamine gamma-glutamyltransferase 2
Tsnax,"-0,1278631687","0,6061927746","0,6885708622",,"-0,05785322189","0,1887203258","0,7926313399",,"-0,06550931931","0,2325126967","0,8313180264",,"0,004500627518","0,014169502","0,9868610919",,"-2,020192146","-2,22755909","-1,891506195","-2,187721252","-1,956605911","-1,856002808","-2,247106552","-2,005226135","-2,109614372","-2,102523804","-1,767795563","-2,045621872","-1,85359478","-2,052809715","-1,785086632","-1,93200779",1609000,29983000,4,4,"19,348",0,"12,377",A0A1D5RLR0;Q9QZE7,A0A1D5RLR0;Q9QZE7,Translin-associated protein X
Dock9,"-0,128041029","0,4391193095","0,6924186489",,"-0,09413456917","2,173136616","0,7190721649",,"0,009666204453","0,08464204754","0,9730091607",,"0,04357266426","0,1302917812","0,8749869696",,"0,9796056747","0,8495435715","0,947432518","1,028355598","0,9333600998","0,9329099655","0,9895038605","0,9104986191","1,027971268","0,9984693527","1,04065609","0,9458189011","1,075714111","0,9902410507","1,451504707","0,9295368195",33279,95746000,11,9,"234,91",0,"23,181",E9QMR2;A0A1D5RLE0;A0A5F8MPL9;A0A1D5RMM1;F8VPN7;Q8BIK4;Q8BIK4-2;Q8BIK4-3;A2AF65;A2AF67;A2AF47,E9QMR2;A0A1D5RLE0;A0A5F8MPL9;A0A1D5RMM1;F8VPN7;Q8BIK4;Q8BIK4-2,Dedicator of cytokinesis protein 9
Rab30,"-0,1283676624","0,7636057074","0,6855673469",,"-0,06945896149","0,5383481958","0,7559963899",,"-0,06150126457","0,2889233619","0,8369495045",,"-0,002592563629","0,01733292371","0,9917828753",,"-1,400391579","-1,31384182","-1,550510406","-1,62091732","-1,512242317","-1,276931763","-1,364565849","-1,485916138","-1,312425613","-1,412234306","-1,31532383","-1,324839592","-1,321836472","-1,471642494","-1,265881538","-1,309826851",949000,35418000,2,2,"20,13",0,"5,7283",D3YV16;Q923S9,D3YV16;Q923S9,Ras-related protein Rab-30
Dnajc5,"-0,1283900738","0,7709981799","0,6851889683",,"0,01242518425","0,05491537036","0,9536688807",,"-0,1126747131","0,5046602643","0,7797785978",,"0,02814054489","0,2186964447","0,919876905",,"1,362620354","1,489417076","1,40363121","1,666035652","1,396900177","1,755620003","1,663603783","1,556279182","1,559347153","1,539401054","1,591153145","1,655219078","1,632801056","1,719463348","1,537085533","1,523496628",46658000,988870000,16,5,"22,101",0,"113,62",P60904;G5E8T0;A2AUE1,P60904;G5E8T0;A2AUE1,DnaJ homolog subfamily C member 5
Eif1b,"-0,1284375191","0,1542139012","0,7117755573",,"0,1902825832","0,3877093465","0,6804028777",,"0,01844573021","0,03254831267","0,9537089353",,"0,3371658325","0,4584841506","0,7504150943",,"-4,839104652","-4,387787819","-4,800983429","-4,287116051","-4,353132248","-4,957303047","-4,645482063","-4,432857513","-4,593655586","-4,927508354","-5,185735703","-5,16726017","-4,443005562","-3,893568039","-4,10090065","-4,639513016",2080200,10401000,1,1,"12,823","0,0019604","2,3281",Q9CXU9,Q9CXU9,Eukaryotic translation initiation factor 1b
Stx16,"-0,1284639835","0,2703029627","0,6988787346",,"-0,07988166809","0,1756120533","0,7524018605",,"0,06803107262","0,1860832274","0,8304086871",,"0,1166133881","0,2089898557","0,7488290014",,"-3,445122719","-3,252905846","-2,996404648","-2,901518822","-3,424040794","-3,085453987","-3,179328918","-3,179252625","-2,696679115","-3,203388214","-3,472555161","-3,368463516","-3,175927162","-2,997412682","-2,630079269","-3,086140633",517180,13777000,3,2,"37,08",0,"8,5162",Q8BVI5;B7ZCB8;F7CJY7,Q8BVI5;B7ZCB8;F7CJY7,Syntaxin-16
Nup214,"-0,1290655136","0,7059399307","0,6849826707",,"0,02470731735","0,1269885176","0,9024250412",,"0,02067804337","0,0769287781","0,9368364343",,"0,1744508743","1,504548075","0,752882662",,"-1,350687027","-1,397703171","-1,073757172","-1,406538963","-1,281837463","-1,304290771","-1,490203857","-1,235066414","-1,471847534","-1,245053291","-1,332361221","-1,138498306","-1,360965729","-1,257343292","-1,235062599","-1,081520081",250220,27410000,6,4,"212,98",0,"13,199",Q80U93;A0A0A6YW83;A2ATN3,Q80U93;A0A0A6YW83,Nuclear pore complex protein Nup214
Wdr82,"-0,129554987","1,117523002","0,6763609342",,"0,01805329323","0,09495026408","0,9313165933",,"-0,1452937126","1,539883691","0,7892599388",,"0,002314567566","0,0101233021","0,9915847093",,"-0,1064653397","-0,1711215973","0,004831314087","-0,13052845","0,02174282074","0,06342029572","-0,03455257416","0,1272802353","0,05972194672","-0,1470994949","0,05866146088","0,1510181427","0,134393692","0,02595329285","-0,08059215546","0,01855659485",4789400,84930000,7,3,"35,079",0,"12,422",Q8BFQ4;A0A1L1SRB6,Q8BFQ4,WD repeat-containing protein 82
Sdk2,"-0,1297876835","1,355854817","0,6775411255",,"0,007416009903","0,04403955462","0,9712030217",,"-0,1416115761","1,187816954","0,775543662",,"-0,00440788269","0,03303264413","0,9862979705",,"-0,7183408737","-0,6398077011","-0,5560178757","-0,7035856247","-0,3904857635","-0,4964866638","-0,6370592117","-0,5272741318","-0,5850639343","-0,5522861481","-0,4880886078","-0,5962686539","-0,4555311203","-0,4635162354","-0,5742073059","-0,4646091461",460930,50703000,8,5,"239,9",0,"13,888",Q6V4S5;B1ASR7;Q6V4S5-3;Q6V4S5-2,Q6V4S5;B1ASR7,Protein sidekick-2
Esyt2,"-0,1301617622","1,68324288","0,6817550111",,"-0,04455161095","0,1649913214","0,8353548387",,"0,009478330612","0,03585666939","0,9744379454",,"0,0950884819","0,7090651622","0,74618",,"-1,600063324","-1,679353714","-1,514146805","-1,562666893","-1,667325974","-1,787198067","-1,547646523","-1,391973495","-1,472271919","-1,689091682","-1,431418419","-1,421016693","-1,623155594","-1,427334785","-1,521351814","-1,465880394",1215700,49842000,4,3,"94,138",0,"15,346",Q3TZZ7;Q3TZZ7-2,Q3TZZ7;Q3TZZ7-2,Extended synaptotagmin-2
Rab11fip2,"-0,130297184","1,613053715","0,6794767184",,"-0,2151181698","0,9523282438","0,6840353982",,"0,1114962101","0,6909117061","0,7790290534",,"0,0266752243","0,1027983976","0,9270299231",,"-1,947469711","-1,813222885","-1,837674141","-1,875543594","-2,101621628","-1,770933151","-2,004318237","-2,043022156","-1,722642899","-1,80185318","-1,551136017","-1,719110489","-1,983790398","-1,828229904","-1,675018311","-1,730362892",4615100,83072000,7,5,"41,768",0,"23,687",G3UW57;G3XA57;G3XA57-2,G3UW57;G3XA57;G3XA57-2,Rab11 family-interacting protein 2
Hap1,"-0,130333662","0,2984605964","0,6997836847",,"0,8943941593","0,9234210398","0,363",,"-0,3582139015","0,3038696316","0,7049686099",,"0,6665139198","2,048261251","0,5394285714",,"-5,54761982","-5,758457184","-5,965620041","-6,327713966","-6,113935471","-4,416362762","-5,16026783","-6,475989342","-6,495998383","-6,607932091","-5,974711418","-5,937705994","-6,66549015","-5,831061363","-5,578045845","-5,731263161",1516300,15163000,2,2,"21,176",0,"3,5853",G3UZT4;O35668-2;O35668;G3UYE4,G3UZT4;O35668-2;O35668;G3UYE4,Huntingtin-associated protein 1
Vps37c,"-0,130623579","0,7210358056","0,684516129",,"-0,1244792938","0,6968033475","0,706102698",,"0,05587434769","0,2155436833","0,8518486957",,"0,06201863289","0,4016012004","0,8262210884",,"-2,13199234","-2,120692253","-1,9658041","-1,890539169","-2,191802979","-1,844086647","-2,081402779","-2,215232849","-1,920573235","-1,953037262","-1,954807281","-2,037127495","-2,0061903","-1,949279785","-1,72759819","-1,872528076",1823700,20060000,3,2,"38,452",0,"11,631",Q8R105;A0A494BAY0;A0A494BAR3;Q8R105-2,Q8R105;A0A494BAY0;A0A494BAR3;Q8R105-2,Vacuolar protein sorting-associated protein 37C
Psmd9,"-0,1311705112","0,566505559","0,6850335707",,"0,2234840393","1,585831881","0,6717326478",,"-0,1410171986","1,443014984","0,7762279202",,"0,213637352","0,8889328878","0,7598944844",,"-0,7947883606","-0,6180696487","-0,6200485229","-0,7936620712","-0,6065826416","-0,5459079742","-0,5560331345","-0,553976059","-1,011465073","-0,741150856","-0,7090396881","-0,7834157944","-0,6947803497","-0,6740942001","-0,4931793213","-0,3511972427",757980,28168000,3,3,"24,72",0,"10,5",Q9CR00;A0A0G2JGN6,Q9CR00;A0A0G2JGN6,26S proteasome non-ATPase regulatory subunit 9
Nptn,"-0,131238699","0,8082596185","0,6802069694",,"0,1919696331","0,780612862","0,6873883162",,"-0,1959619522","1,006113597","0,7588653846",,"0,1272463799","0,5592255615","0,7507678245",,"-0,8934173584","-1,081088066","-0,7949609756","-0,9322824478","-0,8337974548","-0,6316642761","-0,8964824677","-0,5559568405","-1,145344734","-0,8900518417","-0,7035741806","-0,7777786255","-0,946808815","-0,9139490128","-0,8322439194","-0,6528224945",1208400,57587000,4,2,"30,821",0,"6,4704",P97300-3;H3BIX4;P97300-1;A0A0A0MQN8;H3BKA7;P97300-4,P97300-3;H3BIX4;P97300-1,Neuroplastin
Rcan1,"-0,131757021","1,340610757","0,6826308725",,"-0,1523103714","0,6365177231","0,6856651584",,"0,1332132816","0,8285935245","0,7768493827",,"0,1126599312","0,5403858929","0,755190184",,"-1,493693352","-1,387983322","-1,501543045","-1,330280304","-1,498390198","-1,759752274","-1,540040016","-1,448170662","-1,460999489","-1,154090881","-1,434864044","-1,231753349","-1,587157249","-1,25470829","-1,364458084","-1,335552216",6109400,24438000,4,1,"13,378",0,"6,46",Q9JHG6-3;Q9JHG6-4;Q9JHG6-2;Q9JHG6,Q9JHG6-3;Q9JHG6-4;Q9JHG6-2;Q9JHG6,Calcipressin-1
Purb,"-0,1318500042","1,178896054","0,6774521452",,"0,06781172752","0,2616757831","0,7680239931",,"-0,08859205246","0,4319752715","0,787327505",,"0,1110696793","0,6671534129","0,7569638183",,"2,57187748","2,448767662","2,577466965","2,354821205","2,476457596","2,660449028","2,429104805","2,741290092","2,340669632","2,467749596","2,708397865","2,611433983","2,519237518","2,64449501","2,555539131","2,668865204",66594000,1659800000,38,9,"33,901",0,"119,18",O35295,O35295,Transcriptional regulator protein Pur-beta
Sirpa,"-0,1321232319","0,324083704","0,6940680529",,"-0,2979531288","0,6792786939","0,6912063492",,"0,01367902756","0,02059054915","0,9673162826",,"-0,1521508694","0,4413355899","0,753912037",,"-4,558220863","-4,492113113","-4,087607384","-4,085469246","-4,008709908","-4,045593262","-4,806229591","-4,417593956","-4,036031723","-3,834375381","-3,920326233","-4,008617401","-4,295580864","-3,936842918","-4,356474876","-4,392982483",133860,3346400,1,1,"56,413","0,00023004","3,0166",P97797;P97797-3;A2ANC1;A0A0A6YWR3;Q6F5F2;A0A0A6YYP6,P97797,Tyrosine-protein phosphatase non-receptor type substrate 1
Ndor1,"-0,1322376728","0,5054212874","0,6866395939",,"0,09091639519","0,2426478984","0,7280833779",,"-0,1110839844","0,2843230731","0,7862345059",,"0,1120700836","0,4828485935","0,7502242152",,"-3,915233612","-3,497927666","-3,653759956","-3,914847374","-3,597784996","-3,310896873","-3,717705727","-3,911045074","-3,934868813","-3,544006348","-3,636722565","-3,565464973","-3,785500526","-3,562366486","-3,795859337","-3,529127121",340560,2383900,1,1,"24,738",0,"3,3224",F6XCS1;A0A2I3BQN1;A2AI05-3;A2AI05-2;A2AI05,F6XCS1;A0A2I3BQN1;A2AI05-3;A2AI05-2;A2AI05,NADPH-dependent diflavin oxidoreductase 1
Serac1,"-0,1324014664","0,3733966117","0,6892054264",,"0,1117916107","0,2494874792","0,71762249",,"-0,1017608643","0,1934877011","0,7795851437",,"0,1424322128","0,5558743396","0,7584605263",,"-3,296203613","-3,430059433","-3,86227417","-3,494561195","-3,771225929","-3,511341095","-2,965550423","-3,427937508","-3,568638802","-3,395089149","-3,442821503","-3,648450851","-3,716671944","-3,197336197","-3,318427086","-3,389278412",110080,3963000,2,2,"70,648",0,"3,8217",Q3U213-2;Q3U213,Q3U213-2;Q3U213,Protein SERAC1
Gopc,"-0,1326100826","0,1061053221","0,7328942857",,"0,425873518","0,8553634843","0,6603495146",,"-0,2381279469","0,2616161005","0,7617",,"0,3203556538","0,3795077782","0,7141185185",,"-4,015148163","-5,35198307","-4,254862785","-5,021042824","-4,900194168","-4,022734642","-4,165219307","-4,602376938","-4,59661293","-5,259145737","-4,670446396","-5,468593597","-4,867814064","-4,437270164","-3,872729301","-4,334003448",127220,18617000,2,2,"44,672",0,"6,0249",A0A1W2P7V0;K3W4Q9;Q8BH60-2;Q8BH60,A0A1W2P7V0;K3W4Q9;Q8BH60-2;Q8BH60,Golgi-associated PDZ and coiled-coil motif-containing protein
Cyld,"-0,1326196194","0,820021615","0,6744290288",,"-0,1582360268","0,4533923687","0,6871509648",,"-0,08014035225","0,3260313392","0,8107942238",,"-0,1057567596","0,3142426632","0,7565627074",,"-2,23609066","-2,401983261","-2,463432312","-2,19277668","-2,20425415","-2,390817642","-2,349535942","-2,02911377","-2,154576302","-2,296086311","-1,693770409","-2,241807938","-2,196344376","-2,227149963","-2,247335434","-2,047511101",208540,62707000,4,5,"106,58",0,"10,381",Q80TQ2;Q80TQ2-2;A0A1B0GSE5;Q80TQ2-3,Q80TQ2;Q80TQ2-2;A0A1B0GSE5,Ubiquitin carboxyl-terminal hydrolase CYLD
Cap2,"-0,1327040195","1,104492028","0,6799778024",,"0,09525179863","0,3679695788","0,7196970053",,"-0,09163999557","0,9437698708","0,7855254989",,"0,1363158226","0,5313412732","0,7566680244",,"2,685822487","2,561553001","2,679958344","2,614691734","2,642980576","2,70943737","2,721274376","2,834893227","2,328338623","2,685132027","2,810837746","2,88188076","2,703269958","2,659645081","2,688117027","2,843198776",8314300,1153400000,34,14,"52,861",0,"105,9",Q9CYT6;A0A286YCS6;D3YTR7,Q9CYT6;A0A286YCS6;D3YTR7,Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein
Nwd2,"-0,1327495575","0,4267158839","0,690796",,"0,1342549324","1,067834552","0,693759204",,"-0,1032176018","0,6540513592","0,7849360269",,"0,1637868881","0,5783900548","0,7523210884",,"-2,584383011","-2,858924866","-2,83307457","-2,819314957","-2,659078598","-2,690922737","-2,765203476","-2,567622185","-2,709160805","-2,729158401","-2,864078522","-2,595441818","-2,917448997","-2,627006531","-2,373722076","-2,968528748",232800,21650000,3,3,"197,41",0,"16,153",Q6P5U7;E0CY00,Q6P5U7,NACHT and WD repeat domain-containing protein 2
Mrps35,"-0,1327843666","0,8907947806","0,6768086486",,"-0,0975883007","0,3568616342","0,7228706167",,"0,06549239159","0,3037762811","0,830105683",,"0,1006884575","0,4181075298","0,7514896907",,"-1,585580826","-1,578779221","-1,687796593","-1,38524437","-1,546388626","-1,775361061","-1,686699867","-1,490921021","-1,257884026","-1,504626274","-1,654992104","-1,414242744","-1,691514969","-1,535823822","-1,336221695","-1,419975281",1077800,20479000,2,2,"35,975",0,"5,2566",Q8BJZ4;A0A0R4J0L6;A0A0N4SV23,Q8BJZ4;A0A0R4J0L6;A0A0N4SV23,Small ribosomal subunit protein mS35
Pkm,"-0,1331887245","0,883760214","0,6768826087",,"-0,02220344543","0,1367879762","0,9143700512",,"-0,1035900116","0,7474003371","0,7847356715",,"0,007395267487","0,03645485903","0,9805115065",,"-0,1399106979","0,08953094482","-0,06167125702","-0,07386207581","0,09973526001","-0,02439975739","0,1719017029","-0,01879024506","0,1457395554","0,09690856934","-0,03166294098","-0,03767871857","0,1062755585","0,2289056778","0,1300029755","0,02561187744",2549200,99973000,6,2,"57,844",0,"31,096",P52480;A0A1L1SU37;A0A1L1SQV8;A0A1L1SSN6;A0A1L1STV8;A0A1L1SUV0;A0A1L1ST52;A0A1L1SVH2;E9Q509;G3X925;P53657,P52480;A0A1L1SU37,Pyruvate kinase PKM;pyruvate kinase
Nrip3,"-0,1331970692","0,5923241955","0,684707113",,"0,1583352089","0,3550147516","0,6944618736",,"-0,1512980461","0,4309960138","0,7759508868",,"0,1402342319","0,4004912712","0,7584016227",,"-1,642635345","-1,69798851","-1,499112129","-1,882116318","-1,606219292","-1,233322144","-1,863066673","-1,41405201","-2,090641022","-1,555136681","-1,487387657","-1,458238602","-1,616835594","-1,628746986","-1,701010704","-1,401067734",1223600,14683000,2,2,"26,879","0,00023127","3,061",Q9JJR9;Q6GQT2;A0A140LJ62,Q9JJR9;Q6GQT2;A0A140LJ62,Nuclear receptor-interacting protein 3
Hip1,"-0,1333069801","0,8822007161","0,6775076253",,"0,03568172455","0,2449074833","0,8605431034",,"-0,1181404591","0,9428390388","0,7781377871",,"0,05084824562","0,2934219222","0,8499431105",,"-1,20187664","-1,251024246","-1,456912041","-1,383706093","-1,142650604","-1,255755424","-1,233849525","-1,18870163","-1,155076027","-1,224001884","-1,188360214","-1,095258713","-1,396245956","-1,134846687","-1,315464973","-1,214720726",282780,39100000,8,8,"115,2",0,"31,38",Q8VD75;A0A0J9YUA3;A0A1D5RMM7;A0A0J9YV08;A0A0J9YUX9,Q8VD75;A0A0J9YUA3,Huntingtin-interacting protein 1
Nebl,"-0,1333591938","0,8256431893","0,6770280778",,"0,2818777561","0,9004318616","0,6902702703",,"-0,09519767761","0,352185127","0,7832291221",,"0,3200392723","1,260149214","0,7634966887",,"2,94258976","2,782364845","2,860601425","2,578782082","2,815002441","2,990445137","2,678807259","3,060873985","2,213985443","2,714304924","2,80939579","2,955710411","2,679931641","2,885145187","2,96458149","2,892337799",5419700,534990000,35,12,"31,113",0,"43,662",Q9DC07;B7ZCI2;F6RM14,Q9DC07;B7ZCI2,LIM zinc-binding domain-containing Nebulette
Bpnt1,"-0,133548975","1,245144206","0,6811363636",,"0,07966852188","0,6701452124","0,7390169318",,"-0,08704638481","0,8316976006","0,7835689774",,"0,1261711121","1,067919501","0,7535821186",,"1,330864906","1,209082603","1,16750145","1,167063713","1,329021454","1,212734222","1,381117821","1,299824715","1,128004074","1,171761513","1,289090157","1,261263847","1,315168381","1,374284744","1,317328453","1,455831528",79505,352710000,11,7,"34,973",0,"29,356",A0A1B0GRV0;Q9Z0S1;D3Z0E6;D3Z5X0,A0A1B0GRV0;Q9Z0S1;D3Z0E6,"3(2),5-bisphosphate nucleotidase 1"
Extl2,"-0,1335794926","0,7557268518","0,6762015005",,"-0,2075004578","1,408170166","0,6839032967",,"0,01369047165","0,06361790642","0,9639068564",,"-0,06023049355","0,2802593306","0,8326822468",,"-1,563775063","-1,681619644","-1,572265625","-1,829163551","-1,575874329","-1,756979942","-1,623740196","-1,744991302","-1,318770409","-1,517207146","-1,620233536","-1,53757","-1,415372849","-1,501698494","-1,388594627","-1,684642792",1260900,16392000,2,2,"35,807",0,"12,195",Q3TSR0;Q9ES89,Q3TSR0;Q9ES89,Exostosin-like 2
