Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,250262_M_WT_PFC_8w,250263_M_WT_PFC_8w,250264_M_WT_PFC_8w,250297_M_WT_PFC_8w,250265_F_WT_PFC_8w,250266_F_WT_PFC_8w,250267_F_WT_PFC_8w,250293_F_WT_PFC_8w,250271_F_MUT_PFC_8w,250272_F_MUT_PFC_8w,250273_F_MUT_PFC_8w,250268_M_MUT_PFC_8w,2502143_F_MUT_PFC_8w,250269_M_MUT_PFC_8w,250270_M_MUT_PFC_8w,250244_M_MUT_PFC_8w,Log2 iBAQ,Log2 Intensity,MS/MS count,Razor + unique peptides,Q-value,Score,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names
Czib,"-0,07226753235","1,064254751","0,9213549001",,"0,03346657753","0,2214081127",1,,"-0,02870941162","0,3777565552",1,,"0,07702469826","0,5867252278",1,,"0,2118196487","0,2263975143","0,1693153381","0,1656885147","0,2748060226","0,2559375763","0,2152004242","0,1421146393","0,2377996445","0,2464647293","0,2401990891","0,1714458466","0,02972888947","0,2850627899","0,3103847504","0,2953977585",26808000,518020000,4,3,0,"8,759","17,153",B7ZC72;B7ZC71;Q8BHG2;Q8BHG2-2;Q8BHG2-3;A2A8E2;B7ZC73,B7ZC72;B7ZC71;Q8BHG2;Q8BHG2-2;Q8BHG2-3;A2A8E2,CXXC motif containing zinc binding protein
Pycr3,"-0,07232713699","1,580882476","0,9199615385",,"-0,07129359245","0,9488207381",1,,"-0,02872490883","0,3983395199",1,,"-0,02769136429","0,3654412002",1,,"0,8888807297","0,8860044479","0,9024648666","0,9192714691","0,908829689","1,018708229","0,8828334808","0,9011497498","1,059026718","1,002864838","0,9860219955","1,040150642","0,9487819672","0,9470596313","0,9366722107","0,9620475769",23951000,955980000,8,4,0,"18,223","28,721",Q9DCC4,Q9DCC4,Pyrroline-5-carboxylate reductase 3
Bag1,"-0,07238054276","0,5392244299","0,9205968489",,"0,03130030632","0,2117786239",1,,"-0,0983145237","0,6894737827",1,,"0,005366325378","0,0366216732","0,9967199199",,"-0,03263759613","-0,0385055542","-0,2459878922","-0,04708862305","0,04322528839","-0,03946971893","-0,09124755859","0,1165304184","0,03092288971","-0,004107475281","-0,1330833435","0,07692050934","0,01010513306","-0,05263519287","-0,01660633087","-0,0823764801",9576600,172380000,3,3,0,"13,021","39,696",F6TCF9;Q60739-2;Q60739,F6TCF9;Q60739-2;Q60739,BAG family molecular chaperone regulator 1
Ddhd2,"-0,07242035866","0,4713894513","0,9209415016",,"0,1871733665","0,4565349949","0,9874542056",,"-0,2672049999","2,336661134",1,,"-0,007611274719","0,01370039353","0,9988992469",,"-2,501033783","-2,462291718","-2,715538979","-2,645025253","-2,306303024","-2,283210754","-2,330469131","-2,335086823","-2,554992676","-2,127656937","-2,333774567","-2,52272892","-2,98733902","-2,601807594","-2,473023415","-2,436648369",12099000,411370000,3,3,0,"7,3883","79,576",Q80Y98;A0A1B0GSA5;Q80Y98-3;Q80Y98-2;A0A1B0GS27,Q80Y98;A0A1B0GSA5;Q80Y98-3;Q80Y98-2,Phospholipase DDHD2
Srrm2,"-0,07246804237","0,7248499737","0,9204781176",,"-0,06518006325","0,4032989993",1,,"-0,02899718285","0,2366653738",1,,"-0,02170920372","0,1140260053",1,,"0,7470531464","0,8863754272","0,7724885941","0,8523731232","0,9178771973","0,7935218811","0,7672138214","0,8956661224","0,8446035385","0,8368959427","0,8634090424","0,8892412186","1,090090752","0,9493150711","0,9246368408","0,7849693298",1224200,1060600000,13,8,0,"57,897","285,15",Q8BTI8-3;Q8BTI8;Q8BTI8-2;A0A087WRX8;A0A3B2W3Z4;A0A087WPS9,Q8BTI8-3;Q8BTI8;Q8BTI8-2,Serine/arginine repetitive matrix protein 2
Commd5,"-0,07257175446","0,1717825621","0,9186485799",,"0,1233975887","0,4639153488",1,,"-0,09712696075","0,2353645552",1,,"0,09884238243","0,3702665841",1,,"-3,198142052","-2,619710922","-3,149915695","-2,908524513","-2,714406967","-2,758998871","-2,850840569","-3,163538933","-2,934267998","-3,170271873","-2,871079445","-2,763224602","-3,005756378","-2,828543663","-3,182271004","-2,811966896",1853300,341130000,4,4,0,"25,892","24,467",A0A0R4J0U7;Q8R395,A0A0R4J0U7;Q8R395,COMM domain-containing protein 5
Plpp1,"-0,07266163826","0,1351216107","0,9200724578",,"-0,2827603817","0,3015615801",1,,"0,4009594917","0,6966421642",1,,"0,1908607483","0,2228490443",1,,"-4,934838295","-4,976935387","-4,861584663","-4,733164787","-4,670321465","-5,246912003","-6,001757622","-5,19137001","-5,718152046","-4,388827324","-4,764442444","-4,500738144","-5,107897758","-4,434840202","-5,085770607","-5,194527626",6055200,227930000,2,1,"0,001137","2,2845","31,891",Q61469;Q61469-2,Q61469;Q61469-2,Phospholipid phosphatase 1
Rufy3,"-0,07267093658","0,08214622638","0,9206775541",,"-0,3329935074","0,3567958594",1,,"-0,1184892654","0,2506483702",1,,"-0,3788118362","0,3402492707",1,,"-4,636138916","-3,986907959","-4,623132706","-4,251523018","-4,376989365","-4,204861641","-4,476835251","-3,96505928","-3,149930954","-3,778057098","-3,767933846","-4,063744545","-4,995849609","-4,076047897","-3,935786247","-5,131440163",824080,28019000,3,2,"0,0062893","1,6027","74,769",A0A0G2JFT8;Q9D394-4;Q9D394-2,A0A0G2JFT8;Q9D394-4;Q9D394-2,Protein RUFY3
Adgrl3,"-0,07279086113","0,9038561583","0,9215679542",,"-0,02363228798","0,3238571438",1,,"-0,0557718277","0,8830229972",1,,"-0,006613254547","0,0582757452","0,9990681587",,"0,7687740326","0,7173814774","0,7141885757","0,792596817","0,8321790695","0,7310638428","0,8435325623","0,809252739","0,8760404587","0,8155345917","0,7913179398","0,7786941528","0,8276643753","0,8915958405","0,7424154282","0,8713989258",5550300,1512500000,18,14,0,"57,87","175,67",D3Z5M6;Q80TS3-3;Q80TS3;Q80TS3-5;D3Z4S7;Q80TS3-2;D3YVT9;D3YTW7;D3Z3X6;D3Z6H9;D3Z6H7;D3Z634;D3Z3G4;D3Z593;D3YWB1;D3Z4V0;D3YWR3;D3Z6J2;D3YU23;Q80TS3-4;Q80TS3-6;F6WMY5,D3Z5M6;Q80TS3-3;Q80TS3;Q80TS3-5;D3Z4S7;Q80TS3-2;D3YVT9;D3YTW7;D3Z3X6;D3Z6H9;D3Z6H7;D3Z634;D3Z3G4;D3Z593;D3YWB1;D3Z4V0;D3YWR3;D3Z6J2;D3YU23;Q80TS3-4;Q80TS3-6,Adhesion G protein-coupled receptor L3
Syn1,"-0,0728867054","0,5087267543","0,9209851024",,"-0,07985115051","0,2399732508",1,,"0,04278635979","0,1292258631",1,,"0,03582191467","0,1647586419",1,,"-1,121805191","-0,9974689484","-1,257078171","-1,202616692","-1,123691559","-1,196790695","-0,948466301","-1,481165886","-0,9665021896","-1,116307259","-1,318887711","-1,003902435","-1,02901268","-1,161277771","-1,081317902","-1,040924072",2292700,289710000,3,3,0,"30,37","70,034",O88935-1,O88935-1,Synapsin-1
Cpne6,"-0,07289910316","0,2409938789","0,9196893204",,"0,05242037773","0,3242917426",1,,"-0,1366274357","0,9130706322",1,,"-0,01130795479","0,03293801055","0,997004659",,"3,233763695","3,167918205","2,993515968","3,216888428","3,331009865","3,174061775","3,413778305","3,239746094","3,278873444","3,134534836","3,199179649","3,124145508","3,336326599","3,192323685","3,044864655","3,542348862",183360000,11032000000,61,27,0,"144,62","61,78",Q9Z140;Q3UYN2;E9QA77,Q9Z140;Q3UYN2,Copine-6
Wdr75,"-0,07290101051","0,1895523053","0,9173104041",,"-0,1233901978","0,5136952534",1,,"0,1082088947","0,5104910453",1,,"0,05771970749","0,1365501412",1,,"-3,318352699","-3,278676033","-3,537952423","-3,226568222","-3,395733833","-3,622599602","-3,480037689","-3,296013832","-3,298138618","-3,506988525","-3,394719124","-3,38944149","-3,100977898","-2,867063522","-3,447265625","-3,366174698",298850,12253000,1,1,0,"4,0268","94,036",Q3U821,Q3U821,WD repeat-containing protein 75
Lamb1,"-0,07320833206","0,2143452475","0,9180061162",,"-0,03746247292","0,1533847041",1,,"-0,04063820839","0,15395873",1,,"-0,004892349243","0,01261717986","0,9961794363",,"-2,491928101","-2,647150993","-2,684155464","-2,761307716","-2,718452454","-2,54164505","-2,399261475","-2,762630463","-2,573717117","-2,641848564","-2,450385094","-2,614528656","-2,606188774","-2,24607563","-2,848068237","-2,583036423",563780,45471000,2,2,0,"18,244","202,44",E9QN70;P02469,E9QN70;P02469,Laminin subunit beta-1
Sirt5,"-0,07322478294","2,514297252","0,9186437008",,"-0,06458735466","0,3485235149",1,,"0,0547106266","0,5508921152",1,,"0,06334805489","0,4221278947",1,,"-0,3542699814","-0,3304891586","-0,2840471268","-0,3253717422","-0,4433679581","-0,4468803406","-0,2604780197","-0,3622941971","-0,1238975525","-0,3951425552","-0,320520401","-0,2585067749","-0,4151105881","-0,2580919266","-0,2438392639","-0,2408409119",5469600,488010000,6,4,0,"17,81","31,888",A0A1Y7VJY8;A0A1Y7VM56;Q8K2C6;A0A1Y7VK33,A0A1Y7VJY8;A0A1Y7VM56;Q8K2C6;A0A1Y7VK33,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
Mdp1,"-0,07357764244","0,3714353391","0,9213425542",,"0,005003929138","0,02636764807",1,,"0,002429008484","0,009529934888",1,,"0,08101058006","0,5818548877",1,,"0,5065603256","0,2683200836","0,2128334045","0,4121685028","0,4717493057","0,2125701904","0,3375930786","0,3682537079","0,4370794296","0,264623642","0,3087368011","0,3162956238","0,3597106934","0,4556360245","0,3622188568","0,5600423813",21571000,892830000,10,6,0,"30,066","18,582",Q9D967,Q9D967,Magnesium-dependent phosphatase 1
Acp2,"-0,07359910011","0,6339881259","0,9214106464",,"0,05427670479","0,199523949",1,,"-0,06007838249","0,495028345",1,,"0,06779742241","0,2584528657",1,,"-1,095795631","-1,171020508","-1,11302948","-1,28676033","-1,120368958","-1,191391945","-1,023709297","-1,09082222","-0,8567934036","-1,286970139","-1,248826981","-1,080379486","-1,250808716","-1,007250786","-1,174796104","-1,109783173",3654200,113440000,3,2,0,"3,957","49,486",A0A5F8MPS7;P24638;B7ZCF4;B7ZCF5,A0A5F8MPS7;P24638;B7ZCF4;B7ZCF5,Lysosomal acid phosphatase
Bnip3,"-0,07371759415","0,1547741222","0,9180177891",,"0,272860527","0,6611729857",1,,"-0,1596491337","0,5264876105",1,,"0,1869289875","0,3486453391",1,,"-3,635933876","-3,97632122","-3,829544067","-4,156509399","-3,901802063","-3,652910233","-3,864073753","-3,54092598","-4,536840439","-3,733009338","-3,870159149","-3,808796883","-3,91114521","-3,697238922","-3,562737465","-4,234664917",6604500,72650000,1,1,0,"3,4704","19,38",A0A1B0GT26;O55003,A0A1B0GT26;O55003,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
Pcyox1,"-0,07373070717","0,793380674","0,9193074341",,"-0,003202199936","0,01890747077","0,9999818612",,"-0,03751015663","0,3864748289",1,,"0,0330183506","0,2192855311",1,,"1,827395439","1,824427605","1,832444191","1,721920013","1,811255455","1,861800194","1,918445587","1,764726639","1,930803299","1,882694244","1,843977928","1,831066132","1,711561203","1,863462448","1,821554184","1,985027313",86367000,3027600000,24,12,0,"85,262","56,494",Q9CQF9;F7CIP8;D3Z275;A0A0N4SWD3,Q9CQF9,Prenylcysteine oxidase 1
Ranbp3,"-0,07377099991","0,468455195","0,9206713549",,"-0,06522631645","0,329585668",1,,"0,001898765564","0,007333919626",1,,"0,01044344902","0,05399471621","0,9959131901",,"-0,0363035202","0,028840065","-0,2287435532","0,09004497528","-0,01296043396","0,07539176941","-0,03795909882","-0,178229332","-0,1189155579","0,1443662643","-0,05016422272","0,02086925507","0,1318616867","0,03984165192","0,004027366638","0,08418369293",8555300,666900000,5,5,0,"27,492","59,33",A0A3B2WCL5;Q9CT10,A0A3B2WCL5;Q9CT10,Ran-binding protein 3
Aldh9a1,"-0,07380747795","1,54177754","0,9179519372",,"0,03384947777","0,3840689885",1,,"-0,03551316261","0,552190961",1,,"0,07214379311","1,05863155",1,,"1,712937355","1,65676403","1,742817879","1,742103577","1,779904366","1,695414543","1,79035759","1,730998993","1,740127563","1,678588867","1,791565895","1,776834488","1,650995255","1,754266739","1,788068771","1,830682755",9660200,1604900000,18,15,0,"82,917","53,514",Q9JLJ2;Q9JLJ2-2,Q9JLJ2;Q9JLJ2-2,4-trimethylaminobutyraldehyde dehydrogenase
Sphk2,"-0,07391262054","0,2796332367","0,9236345455",,"-0,04115414619","0,3898412288",1,,"-0,03665304184","0,2001397956",1,,"-0,00389456749","0,01393260657","0,9994607185",,"-1,451152802","-1,498007774","-1,487934113","-1,721705437","-1,517424583","-1,594764709","-1,409522057","-1,490476608","-1,49743557","-1,434135437","-1,512986183","-1,489900589","-1,403014183","-1,383939743","-1,706624985","-1,282684326",6450500,189230000,3,3,0,"9,0781","65,617",Q9JIA7;A0A1B0GS43,Q9JIA7,Sphingosine kinase 2
Ophn1,"-0,07396101952","0,5850305573","0,9217210852",,"-0,0196056366","0,2574488138",1,,"-0,01831579208","0,2146146622",1,,"0,03603959084","0,2546312098",1,,"-0,7380857468","-0,7375631332","-0,8378820419","-0,8550128937","-0,8108921051","-0,7564458847","-0,7567853928","-0,7711572647","-0,6943054199","-0,7623119354","-0,7316265106","-0,7155914307","-0,8286142349","-0,5976905823","-0,844502449","-0,7149152756",1963000,149720000,4,4,0,"9,7295","91,984",Q99J31,Q99J31,Oligophrenin-1
Mecp2,"-0,07426476479","0,7318908594","0,9186499759",,"-0,1327879429","0,8343750981",1,,"-0,003077745438","0,02417959656",1,,"-0,06160092354","0,31260006",1,,"2,729125023","2,657784462","2,608744621","2,607126236","2,747124672","2,611924171","2,605493546","2,650548935","2,798627853","2,646799088","2,71728611","2,664400101","2,983530045","2,839790344","2,671329498","2,724319458",18071000,4429600000,26,17,0,"84,751","53,575",Q9Z2D6-2;Q9Z2D6;D3Z7U4;D3YY81,Q9Z2D6-2;Q9Z2D6,Methyl-CpG-binding protein 2
Ddx21,"-0,07445669174","0,2127987315","0,9186424135",,"-0,02542114258","0,1093566727",1,,"-0,06702208519","0,2699791473",1,,"-0,01798653603","0,04926872721",1,,"-3,424743652","-3,348181725","-3,483335495","-3,624606133","-3,24488163","-3,641144753","-3,360895157","-3,365857124","-3,380042076","-3,412384033","-3,328382492","-3,418632507","-3,390285492","-3,249454498","-3,742880821","-3,172072411",1010100,49494000,2,2,0,"4,5282","93,55",Q9JIK5,Q9JIK5,Nucleolar RNA helicase 2
Crip1,"-0,07448101044","0,1982777431","0,9194464522",,"-0,257502079","1,465858278",1,,"0,1444015503","0,8871701338",1,,"-0,03861951828","0,09045717497",1,,"-1,529781342","-1,521298409","-1,768062592","-1,405151367","-1,614123344","-1,706642151","-1,71995163","-1,761182785","-1,667926788","-1,442642212","-1,429176331","-1,555625916","-1,232146263","-1,106820107","-1,591696739","-1,672226906",53707000,392080000,2,2,"0,0074667","1,4706","13,582",A0A0G2JEK2;P63254,A0A0G2JEK2;P63254,Cysteine-rich protein 1
Uchl3;Uchl4,"-0,07451653481","0,7025434551","0,920057971",,"-0,02351212502","0,2482075952",1,,"-0,04613757133","0,4679096075",1,,"0,004866838455","0,03621472169","0,9962741036",,"1,894032478","1,905798912","1,789875984","1,895889282","2,014698982","1,889576912","1,916683197","1,849187851","1,977151871","1,900403976","1,941241264","1,977294922","1,945398331","1,976554871","1,817214966","2,012598038",37819000,6548400000,18,11,0,"78,112","26,151",Q9JKB1;A0A2I3BQ39;P58321,Q9JKB1;A0A2I3BQ39;P58321,Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase isozyme L4
Arl6,"-0,07452607155","0,2831088016","0,9223395881",,"0,01058459282","0,04565263318",1,,"-0,0270113945","0,1475565323",1,,"0,05809926987","0,1960939608",1,,"0,9206771851","0,7641496658","0,7036333084","0,8412857056","0,8888092041","0,7675876617","0,950843811","0,730550766","0,954407692","0,6754484177","0,8944311142","0,8458433151","0,7711658478","0,8325605392","0,6906862259","1,158760071",7958200,354170000,6,4,0,"20,597","20,959",O88848;O88848-2;D3Z067,O88848;O88848-2;D3Z067,ADP-ribosylation factor-like protein 6
Arhgap39,"-0,07460284233","0,3289337165","0,9202479186",,"-0,03295969963","0,466296044",1,,"-0,06450295448","0,5575123574",1,,"-0,02285981178","0,0971056746",1,,"1,018115044","0,9357652664","0,9538831711","1,150297165","1,043106079","1,142193794","1,043531418","1,087241173","1,064101219","1,167970657","1,117020607","1,247205734","1,098818779","0,9526605606","1,219025612","0,9375801086",2241200,543910000,13,11,0,"45,225","121,68",H7BX46;G3X932;P59281-2;P59281;H3BJM3,H7BX46;G3X932;P59281-2;P59281,Rho GTPase-activating protein 39
Adrm1b;Adrm1,"-0,07464838028","0,4194901626","0,9216611609",,"0,05571866035","0,3491179111",1,,"-0,06183815002","0,2786417699",1,,"0,06852889061","0,6635817094",1,,"-0,6622209549","-0,934589386","-0,8276205063","-0,6166915894","-0,5984697342","-0,8084764481","-0,6090459824","-0,7777776718","-0,8241968155","-0,7821102142","-0,7743558884","-0,7479515076","-0,6359815598","-0,6678886414","-0,710062027","-0,6166267395",20693000,490360000,8,4,0,"9,9255","42,147",A0A0A6YVU8;Q9JKV1,A0A0A6YVU8;Q9JKV1,Proteasomal ubiquitin receptor ADRM1
Csnk1e,"-0,07473182678","0,4151649036","0,9217450425",,"0,09466457367","0,2342280476",1,,"-0,1032910347","0,356481835",1,,"0,06610536575","0,1978911184",1,,"-1,88939476","-1,925039291","-1,65933609","-1,912427902","-1,882534981","-1,664293289","-1,950293541","-1,475912094","-2,005367279","-1,771497726","-1,520629883","-1,662267685","-2,054197311","-1,760460854","-1,763916969","-1,900625229",8655100,269570000,5,3,0,"13,123","47,321",Q9JMK2,Q9JMK2,Casein kinase I isoform epsilon
Snrnp70,"-0,074832201","0,4510260703","0,9214523019",,"0,01896500587","0,1184221061",1,,"-0,1023521423","1,086853199",1,,"-0,008554935455","0,03611508952","0,9974832575",,"1,016645432","0,9567985535","0,9272241592","0,9246368408","1,097742081","1,011984825","0,9634437561","1,161542892","0,9652080536","1,111873627","1,106428146","1,065793037","0,9753437042","1,03565979","1,183550835","0,839630127",21251000,1610900000,22,8,0,"22,048","51,991",Q62376;A0A1B0GRR8;Q62376-2;A0A1B0GSX5;A0A1B0GR50;A0A1B0GR69;A0A1B0GRV8;A0A1B0GR44,Q62376;A0A1B0GRR8;Q62376-2,U1 small nuclear ribonucleoprotein 70 kDa
Ostc,"-0,07485127449","0,145902645","0,9172636054",,"0,0571141243","0,1419073462",1,,"-0,08527565002","0,2201949635",1,,"0,04668974876","0,08765700971",1,,"-3,093278885","-2,59865284","-2,766582489","-2,652403831","-2,960430145","-2,765177727","-2,467112541","-2,577095032","-2,478057861","-2,853212357","-2,975111961","-3,182396889","-2,691889763","-2,576859474","-2,554966927","-2,497289658",25322000,151930000,1,1,0,"4,0397","16,815",Q78XF5,Q78XF5,Oligosaccharyltransferase complex subunit OSTC
Prkra,"-0,07489609718","0,6077756409","0,9193368675",,"0,03184318542","0,1686794726",1,,"-0,05868053436","0,4408987809",1,,"0,04805874825","0,2758520421",1,,"-1,50836277","-1,632187843","-1,546191216","-1,641106606","-1,621909142","-1,526147842","-1,38615799","-1,558911324","-1,409468651","-1,541999817","-1,645262718","-1,482984543","-1,623767853","-1,577824593","-1,587367058","-1,380087852",19401000,341400000,3,3,0,"18,368","34,371",Q9WTX2,Q9WTX2,Interferon-inducible double-stranded RNA-dependent protein kinase activator A
Gstk1,"-0,07507109642","0,3622513294","0,920673546",,"0,008345365524","0,1091175968",1,,"0,001043796539","0,005646318705",1,,"0,08446025848","0,5566966121",1,,"0,2698841095","0,122467041","0,1306962967","-0,01683807373","0,1571798325","0,0713558197","0,1196956635","0,1538028717","0,1469345093","0,1290626526","0,1345872879","0,1277971268","0,05806827545","0,05163288116","0,2801885605","0,3468751907",5869100,666060000,4,4,0,"14,273","25,704",Q9DCM2;A0A0N4SVE5,Q9DCM2;A0A0N4SVE5,Glutathione S-transferase kappa 1
Nmt2,"-0,07523822784","0,3765580893","0,922180444",,"0,01553463936","0,1073945915",1,,"-0,0753121376","0,4651286398",1,,"0,0154607296","0,07816178089","0,997008246",,"0,0158290863","-0,2747125626","-0,1965589523","-0,005851745605","-0,07925891876","-0,04695796967","-0,004809379578","-0,02901935577","0,07403278351","-0,04458332062","-0,07846355438","-0,01812362671","-0,1731700897","-0,1189661026","0,09142303467","-0,1146745682",4381600,679770000,7,6,0,"39,837","60,484",O70311;A2AJH3;F7APP3,O70311;A2AJH3;F7APP3,Glycylpeptide N-tetradecanoyltransferase 2;Glycylpeptide N-tetradecanoyltransferase
Nup98,"-0,07536363602","0,3356746389","0,9202002808",,"0,1846604347","0,9380512555",1,,"-0,2003655434","1,417419053",1,,"0,05965852737","0,2032435468",1,,"-1,661333084","-1,645367622","-1,406563759","-1,487297058","-1,329829216","-1,248329163","-1,361633301","-1,459307671","-1,640521049","-1,296704292","-1,496425629","-1,6642313","-1,704090118","-1,350012779","-1,515639305","-1,369223595",50389000,3969000000,5,5,0,"14,509","197,31",A0A1B0GSX7;Q6PFD9;A0A1B0GRB5;A0A1B0GRA7;B2RQL0;A0A140T8J8,A0A1B0GSX7;Q6PFD9,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96
Lsm8,"-0,07547879219","0,9491691613","0,9210531545",,"0,03927469254","0,1664877009",1,,"-0,03053855896","0,2602768558",1,,"0,08421492577","0,4289017422",1,,"0,1273202896","0,07691383362","0,2525014877","0,1710395813","0,1600036621","0,2576360703","0,2141132355","0,1181764603","-0,007287979126","0,2199392319","0,3569078445","0,209733963","0,02327156067","0,2686100006","0,2507677078","0,2005786896",18260000,725330000,5,4,0,"57,081","10,403",Q6ZWM4;A0A0N4SUZ3,Q6ZWM4;A0A0N4SUZ3,U6 snRNA-associated Sm-like protein LSm8
Nup62,"-0,07559919357","0,1888857171","0,9182563193",,"-0,01609110832","0,04430641168",1,,"-0,02062010765","0,0587088392",1,,"0,0388879776","0,08888753389",1,,"-0,8611297607","-0,9130649567","-0,7500782013","-0,6072378159","-0,9558191299","-0,4813833237","-0,8760528564","-0,7357749939","-0,8742113113","-0,8279561996","-0,5484523773","-0,4610347748","-0,7340459824","-0,558886528","-0,7040128708","-1,105179787",4492700,324230000,4,4,0,"17,561","53,254",Q63850;A0A140LJH5;A0A140LJ77,Q63850,Nuclear pore glycoprotein p62
